"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","Site"
"63","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Rural_SRER1_2023_5_2023"
"64","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"AZ_Grassland_Rural_SRER1_2023_8_2023"
"65","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Rural_SRER1_2023_9_2023"
"66","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,"BAC.AROW_Rec007_Mem088.20190831_2019"
"67","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,"BAC.AROW_Rec054_Mem014.20190831_2019"
"68","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,"BAC.AROW_Rec055_Mem045.20190901_2019"
"69","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,"BAC.BLCH_Rec016_Mem078.20190819_2019"
"70","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,"BAC.BLCH_Rec037_Mem041.20190819_2019"
"71","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,"BAC.HMSA_Rec009_Mem102.20190830_2019"
"72","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec062_Mem051.20190831_2019"
"73","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro001_Mem117.20190729_2019"
"74","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro002_Mem186.20191012_2019"
"75","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro024_Mem174.20191012_2019"
"76","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro026_Mem139.20191012_2019"
"77","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro039_Mem189.20190718_2019"
"78","7","7","7","7","7","7","7","7","7","7","7","7","7","2","BAC.MSLA_Bro046_Mem150.20190820_2019"
"79","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,"BAC.MSLA_Bro052_Mem147.20190910_2019"
"80","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro055_Mem187.20190818_2019"
"81","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro067_Mem159.20191006_2019"
"82","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,"BAC.TRMR_Bro033_Mem172.20190830_2019"
"83","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,"BAC.TRMR_Bro040_Mem217.20190830_2019"
"84","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,"BAC.TRMR_Bro043_Mem148.20190830_2019"
"85","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec001_Mem037.20200831_2020"
"86","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec001_Mem174.20210530_2021"
"87","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec002_Mem049.20200901_2020"
"88","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,"BAC.TRMR_Rec010_Mem073.20200831_2020"
"89","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,"BAC.TRMR_Rec017_Mem098.20200831_2020"
"90","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec018_Mem030.20200831_2020"
"91","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,"BAC.TRMR_Rec027_Mem110.20200831_2020"
"92","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec037_Mem087.20200901_2020"
"93","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec039_Mem094.20200831_2020"
"94","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,"BAC.TRMR_Rec040_Mem151.20210529_2021"
"95","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec042_Mem088.20200901_2020"
"96","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec046_Mem107.20200901_2020"
"97","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,"BAC.TRMR_Rec048_Mem093.20200831_2020"
"98","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec052_Mem038.20200901_2020"
"99","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"BAC.TRMR_Rec060_Mem083.20200901_2020"
"100","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_01_2021"
"101","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_01_USE_2021"
"102","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_02_USE_2021"
"103","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_03_USE_2021"
"104","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_05_USE_2021"
"105","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_06_USE_2021"
"106","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_08_2021"
"107","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_10_2021"
"108","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Galena_1_2019"
"109","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Galena_4_2019"
"110","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Galena_5_2019"
"111","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Galena_6_2019"
"112","7","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,"ID_Forest_Hailey_1_2019"
"113","7","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,"ID_Forest_Hailey_2_2019"
"114","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Hailey_4_2019"
"115","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Hailey_5_2019"
"116","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Hailey_6_2019"
"117","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,"ID_Forest_Hailey_7_2019"
"118","7","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,"ID_Forest_Hailey_8_2019"
"119","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Hailey_9_2019"
"120","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_04_01_2022"
"121","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_07_01_2022"
"122","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_09_01_2022"
"123","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_11_01_2022"
"124","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_15_01_2022"
"125","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_17_01_2022"
"126","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_33_01_2022"
"127","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_39_01_2022"
"128","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rachlow_UIEF_22_55_01_2022"
"129","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_13_2023"
"130","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_15_2023"
"131","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_16_2023"
"132","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_18_2023"
"133","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_19_2023"
"134","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_2_2023"
"135","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_35_2023"
"136","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_36_2023"
"137","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_3_2023"
"138","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_43_2023"
"139","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_44_2023"
"140","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_45_2023"
"141","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_46_2023"
"142","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_54_2023"
"143","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_55_2023"
"144","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_5_2023"
"145","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_10_2019"
"146","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_11_2019"
"147","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_1_2019"
"148","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_4_2019"
"149","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_5_2019"
"150","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_6_2019"
"151","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_03_JM1_01_2022"
"152","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_03_JM1_02_2022"
"153","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_04_JM3_01_2022"
"154","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_04_JM3_02_2022"
"155","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_05_JM11_01_2022"
"156","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_05_JM11_02_2022"
"157","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_07_LC_WT_2022"
"158","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_09_JM6_01_2022"
"159","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_10_JM4_01_2022"
"160","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_10_R7_01_2022"
"161","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_12b_LC_HR_2022"
"162","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_13_R5_02_2022"
"163","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_14_H5_01_2022"
"164","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_14_H5_02_2022"
"165","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_14b_H3_01_2022"
"166","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_14b_H3_02_2022"
"167","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_15_JM7_01_2022"
"168","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_15_JM7_02_2022"
"169","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_16_JM10_01_2022"
"170","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_16_JM10_02_2022"
"171","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_19_JM5_01_2022"
"172","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_20_R8_01_2022"
"173","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_20_R8_02_2022"
"174","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_21_R3_01_2022"
"175","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_21_R3_02_2022"
"176","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_22_R4_01_2022"
"177","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_22_R4_02_2022"
"178","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_22b_R6_01_2022"
"179","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_23_R1_01_2022"
"180","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_23b_R2_01_2022"
"181","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_23b_R2_02_2022"
"182","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_24_JM8_01_2022"
"183","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_24_JM8_02_2022"
"184","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_27_H2_01_2022"
"185","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_27_H2_02_2022"
"186","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_27b_H1_01_2022"
"187","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_28_H5_01_2022"
"188","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_29_JM2_01_2022"
"189","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_29_JM2_02_2022"
"190","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_31_JM15_01_2022"
"191","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_31_JM15_02_2022"
"192","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_32_JM13_02_2022"
"193","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_32_JM13_2022"
"194","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_33_JM9_01_2022"
"195","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_33_JM9_02_2022"
"196","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_02_2021"
"197","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_04_2021"
"198","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_08_2021"
"199","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_09_2021"
"200","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam01_2022"
"201","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam02_2022"
"202","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam03_2022"
"203","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam04_2022"
"204","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam05_2022"
"205","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam06_2022"
"206","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam08_2022"
"207","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam09_2022"
"208","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam10_2022"
"209","7","7","7","7","7","7","7","7","7","7","7","4",NA,NA,"MT_Forest_RiverTrail_Cam01_2023"
"210","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_Cam02_2023"
"211","7","7","7","7","7","7","7","7","7","7","7","5",NA,NA,"MT_Forest_RiverTrail_Cam04_2023"
"212","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_Cam08_2023"
"213","7","7","7","7","7","7","7","7","7","7","7","7",NA,NA,"MT_Forest_RiverTrail_Cam09_2023"
