"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","Site"
"20","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_McDowell_Sonoran_Preserve_7B_2019"
"21","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_McDowell_Sonoran_Preserve_8_2019"
"22","7","7","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Res2_dep1_2022"
"23","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Res5_dep1_2022"
"24","7","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_SB3_dep1_2022"
"25","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,"AZ_Desert_Sonoran_22_CONFORTI 08/06/2022_2022"
"26","7","7","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_DEER 09/01/2022_2022"
"27","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_DOVE 10/24/2022_2022"
"28","7","7","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_MALLOW 08/18/2022_2022"
"29","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_Mallow_10-01_2022"
"30","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_OWL_09-04_2022"
"31","7","7","7","7","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_OWL_2022"
"32","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_RINGTAIL 10/09/2022_2022"
"33","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_SNIBBY 10/03/2022_2022"
"34","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_THRASHER_2022"
"35","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_TOAD_2022"
"36","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_VIEW_2022"
"37","7","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_TV5_dep1_2022"
"38","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Tucson_AC2_dep1_2022"
"39","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Tucson_AC3_depl1_2022"
"40","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Tucson_AC4_dep1_2022"
"41","7","7","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Tucson_Res3_dep1_2022"
"42","7","7","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_UT3_2022"
"43","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1001_20220718_2022"
"44","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1002_20220718_2022"
"45","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1003_20220718_2022"
"46","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1004_20220718_2022"
"47","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1005_20220718_2022"
"48","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1006_20220718_2022"
"49","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1007_20220718_2022"
"50","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1008_20220718_2022"
"51","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1101_20220722_2022"
"52","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1101_20220926_2022"
"53","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1102_20220722_2022"
"54","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1102_20220926_2022"
"55","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1103_20220722_2022"
"56","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1103_20220926_2022"
"57","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1104_20220722_2022"
"58","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1104_20220926_2022"
"59","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1105_20220926_2022"
"60","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1106_20220926_2022"
"61","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1107_20220926_2022"
"62","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1108_20220926_2022"
"63","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1001_20220913_2022"
"64","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1002_20220913_2022"
"65","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1003_20220913_2022"
"66","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1004_20220913_2022"
"67","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1005_20220913_2022"
"68","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1006_20220913_2022"
"69","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1007_20220913_2022"
"70","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1008_20220913_2022"
"71","7","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_10_2019"
"72","7","7","7","7","7","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_16_2019"
"73","7","7","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_17_2019"
"74","7","7","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_1_2019"
"75","7","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_22_2019"
"76","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_25_2019"
"77","7","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_29_2019"
"78","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_11_2019"
"79","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_12_2019"
"80","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_13_2019"
"81","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_14_2019"
"82","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_7_2019"
"83","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_8_2019"
"84","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec003_Mem048.20190901_2019"
"85","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec007_Mem088.20190831_2019"
"86","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec010_Mem098.20190831_2019"
"87","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec018_Mem059.20190901_2019"
"88","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec021_Mem072.20180830_2019"
"89","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec024_Mem035.20190901_2019"
"90","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec028_Mem009.20190901_2019"
"91","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec033_Mem013.20190901_2019"
"92","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec038_Mem079.20190901_2019"
"93","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec041_Mem050.20190901_2019"
"94","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec047_Mem058.20190901_2019"
"95","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec051_Mem036.20190831_2019"
"96","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec054_Mem014.20190831_2019"
"97","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec055_Mem045.20190901_2019"
"98","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec059_Mem083.20190901_2019"
"99","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec061_Mem060.20190901_2019"
"100","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec004_Mem071.20190819_2019"
"101","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec006_Mem033.20190819_2019"
"102","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec016_Mem078.20190819_2019"
"103","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec025_Mem065.20190819_2019"
"104","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec037_Mem041.20190819_2019"
"105","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec039_Mem084.20190819_2019"
"106","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec042_Mem097.20190819_2019"
"107","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec044_Mem077.20190819_2019"
"108","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec045_Mem094.20190819_2019"
"109","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec046_Mem023.20190819_2019"
"110","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec050_Mem109.20190819_2019"
"111","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec057_Mem099.20190819_2019"
"112","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec060_Mem046.20190819_2019"
"113","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec063_Mem108.20190819_2019"
"114","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec064_Mem042.20190819_2019"
"115","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec009_Mem102.20190830_2019"
"116","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec012_Mem063.20190831_2019"
"117","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec020_Mem081.20190831_2019"
"118","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec023_Mem064.20190831_2019"
"119","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec027_Mem091.20190831_2019"
"120","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec030_Mem089.20190831_2019"
"121","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec032_Mem075.20190831_2019"
"122","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec036_Mem018.20190831_2019"
"123","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec040_Mem068.20190831_2019"
"124","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec062_Mem051.20190831_2019"
"125","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro001_Mem117.20190729_2019"
"126","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro002_Mem186.20191012_2019"
"127","7","7","7","7","7","7","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro007_Mem209.20190730_2019"
"128","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro024_Mem174.20191012_2019"
"129","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro026_Mem139.20191012_2019"
"130","7","7","7","7","7","7","7","7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro031_Mem207.20190730_2019"
"131","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro039_Mem189.20190718_2019"
"132","7","7","7","7","7","7","7","7","7","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro046_Mem150.20190820_2019"
"133","7","7","7","7","7","7","7","7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro052_Mem147.20190910_2019"
"134","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro055_Mem187.20190818_2019"
"135","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro067_Mem159.20191006_2019"
"136","7","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro072_Mem212.20190904_2019"
"137","7","7","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro074_Mem214.20190823_2019"
"138","7","7","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro078_Mem194.20190904_2019"
"139","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro016_Mem116.20190830_2019"
"140","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro021_Mem210.20190830_2019"
"141","7","7","7","7","7","7","7","7","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro029_Mem195.20190830_2019"
"142","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro032_Mem204.20190830_2019"
"143","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro033_Mem172.20190830_2019"
"144","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro037_Mem205.20190830_2019"
"145","7","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro040_Mem217.20190830_2019"
"146","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro042_Mem144.20190830_2019"
"147","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro043_Mem148.20190830_2019"
"148","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro073_Mem169.20190830_2019"
"149","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec001_Mem037.20200831_2020"
"150","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec001_Mem174.20210530_2021"
"151","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec002_Mem049.20200901_2020"
"152","7","7","7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec004_Mem102.20200831_2020"
"153","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec004_Mem135.20210530_2021"
"154","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec006_Mem085.20200901_2020"
"155","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec010_Mem073.20200831_2020"
"156","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec010_Mem195.20210530_2021"
"157","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec014_Mem020.20200831_2020"
"158","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec014_Mem210.20210529_2021"
"159","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec017_Mem098.20200831_2020"
"160","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec017_Mem159.20210529_2021"
"161","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec018_Mem030.20200831_2020"
"162","7","7","7","7","7","7","7","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec025_Mem076.20200831_2020"
"163","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec027_Mem110.20200831_2020"
"164","7","7","7","7","7","7","7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec027_Mem113.20210530 08/23/2021_2021"
